Rainfall_mm,Temperature_C,Soil_pH,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Sunlight_Hours_per_day,Farm_Size_ha,Crop_Yield_tonnes_per_ha,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,Crop_Type_Cotton,Crop_Type_Maize,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Wheat,Irrigation_Yes
1488.4299999999998,24.6,6.11,165.1,6.72,5.2,7.5,8.27,0,1,0,0,0,0,0,0,1,1
699.3,30.5,5.85,137.8,2.32,7.6,2.34,6.64,0,1,0,0,0,0,0,0,0,0
1139.0,24.3,5.82,142.7,6.26,4.0,1.8,7.23,0,0,1,0,1,0,0,0,0,1
1030.0,28.0,6.05,135.6,3.39,6.7,2.0,9.99,1,0,0,0,0,1,0,0,0,0
1074.8,20.4,5.87,187.3,5.09,7.0,0.42,7.65,0,1,0,0,0,0,0,0,0,1
1103.2,30.4,8.42,148.5,5.46,5.8,14.67,6.75,0,0,0,0,0,0,0,1,0,1
942.4,20.6,6.4,113.1,6.27,5.0,4.1,7.79,0,0,1,0,0,0,0,0,0,1
987.2,27.8,7.06,209.7,7.97,11.0,4.08,11.578600000000005,0,0,0,1,0,1,0,0,0,1
1326.8,27.3,6.898000000000001,57.2,4.19,8.1,1.57,7.92,0,0,0,0,0,0,1,0,0,1
1243.9,23.1,6.36,185.0,5.78,11.0,11.67,11.27,1,0,0,0,0,1,0,0,0,0
1292.2,20.8,6.52,114.88,7.840000000000001,7.9,1.82,8.15,0,1,0,0,0,0,0,0,0,1
954.3,23.9,6.52,211.7,4.02,9.3,19.17,8.12,0,0,0,0,0,0,0,1,0,1
1082.6,15.5,4.59,63.8,4.17,7.9,1.61,5.92,0,0,1,0,0,0,0,0,1,0
907.7,25.0,7.35,218.7,1.21,9.6,7.58,7.17,0,0,0,0,0,0,0,0,0,0
977.1,17.2,8.06,163.9,5.04,5.3,4.52,8.36,1,0,0,0,0,0,0,0,0,1
349.4,25.0,6.05,127.6,4.21,5.7,2.22,8.08,0,0,0,0,0,0,1,0,0,1
879.0,21.8,6.44,153.0,7.68,4.5,3.16,8.99,1,0,0,0,0,0,0,0,1,1
650.5,24.4,6.64,142.1,1.5,8.0,0.92,8.39,0,0,0,1,0,0,1,0,0,0
1170.4,22.78,6.56,190.0,2.7,8.8,9.44,7.5,0,0,0,0,0,0,0,0,0,0
644.1,22.7,5.72,95.2,8.76,8.5,6.87,8.04,0,0,0,1,0,0,0,0,0,1
1032.5,23.9,6.49,242.0,3.07,7.4,13.93,7.41,0,0,1,0,0,0,0,1,0,1
402.8,20.8,6.76,84.5,6.21,6.8,9.27,7.95,1,0,0,0,0,0,0,1,0,0
826.8,19.2,6.6899999999999995,54.3,3.14,10.8,28.908999999999867,9.32,1,0,0,0,0,0,1,0,0,0
970.4,28.7,6.36,110.5,3.9,8.2,2.8,6.14,0,0,0,1,1,0,0,0,0,0
753.6,26.4,7.04,203.2076,3.61,5.5,4.39,7.76,0,0,1,0,0,0,0,0,0,1
810.4,32.1,5.93,145.9,6.58,6.5,1.62,7.72,1,0,0,0,0,0,0,0,1,0
1025.3,21.2,5.79,129.3,3.83,8.9,3.62,6.03,0,0,0,0,1,0,0,0,0,0
670.4,25.1,6.73,140.7,6.67,6.5,9.46,11.578600000000005,0,1,0,0,0,1,0,0,0,1
1309.6,24.5,7.67,196.2,4.83,9.3,3.15,11.54,1,0,0,0,0,1,0,0,0,1
944.4,29.0,5.68,247.1,4.23,8.6,3.1979999999999995,8.18,1,0,0,0,0,0,1,0,0,0
1116.7,19.4,6.07,257.9,3.9,7.0,2.29,11.37,0,0,0,1,0,1,0,0,0,1
782.6,30.3,7.54,120.3,10.857599999999984,7.6,2.71,5.26,0,0,1,0,0,0,0,0,0,0
595.2,29.6,7.56,130.0,1.0,6.0,5.24,5.2514,0,0,1,0,1,0,0,0,0,0
562.0,24.0,6.13,96.0,4.1,6.5,7.89,7.02,0,0,1,0,0,0,0,0,0,0
1443.7,28.1,7.28,63.8,4.53,8.7,0.56,8.38,0,0,1,0,0,0,1,0,0,1
1151.8,14.6,6.82,173.2,7.85,7.3,4.66,8.47,1,0,0,0,0,0,1,0,0,0
1050.1,14.8,6.055999999999999,24.9,5.02,10.4,6.31,9.45,0,0,1,0,0,1,0,0,0,1
900.6600000000001,26.0,6.03,214.7,3.69,7.7,10.12,10.54,0,0,0,1,0,1,0,0,0,0
737.2,32.4,5.87,105.6,5.98,8.4,2.04,9.47,0,0,0,0,0,1,0,0,0,1
1268.8,18.3,7.22,191.3,3.7,7.4,3.37,8.32,0,0,1,0,0,0,1,0,0,0
1063.1,27.5,5.6,151.7,3.62,5.6,1.42,7.07,0,0,0,0,0,0,0,0,1,0
1140.9,24.9,6.81,125.8,4.98,8.9,1.99,7.93,0,0,1,0,0,0,1,0,0,1
804.1,13.1,5.04,224.4,5.8,6.7,5.91,10.89,1,0,0,0,0,1,0,0,0,0
1214.9,24.040000000000003,7.07,42.9,2.68,6.4,1.01,7.6,0,0,1,0,0,0,0,0,0,1
884.3,21.4,6.25,198.35999999999999,9.7,10.4,0.56,9.96,0,0,0,0,0,0,1,0,0,1
953.8800000000001,23.8,6.21,241.7,3.89,9.6,0.58,9.52,1,0,0,0,0,0,0,0,0,1
1170.7,21.5,6.21,133.8,3.92,8.7,1.03,8.52,0,1,0,0,0,0,1,0,0,0
957.6,26.639999999999997,6.22,160.7,6.24,5.3,4.73,10.0,0,0,0,0,0,1,0,0,0,0
1196.1,26.3,6.81,201.7,7.4,9.6,1.26,8.3,1,0,0,0,0,0,0,1,0,1
415.9,22.1,6.89,170.0,1.2,8.7,0.54,6.99,0,0,0,1,0,0,0,1,0,0
839.2,27.8,7.21,161.5,5.93,5.0,4.54,11.31,0,0,0,1,0,1,0,0,0,1
1055.3,20.0,7.59,127.5,3.78,8.8,2.11,10.8,0,0,0,1,0,1,0,0,0,0
1314.8,23.7,6.62,186.1,6.14,6.1,2.19,10.77,0,0,0,0,0,1,0,0,0,1
760.6,26.5,5.62,161.6,2.66,7.5,16.85,9.98,0,1,0,0,0,0,1,0,0,1
1029.0,24.0,7.31,135.3,1.24,8.2,7.71,10.85,0,1,0,0,0,1,0,0,0,1
892.3,31.5,6.35,92.6,3.94,6.5,5.04,7.66,0,0,0,1,0,0,0,0,0,1
583.2,22.8,6.5840000000000005,233.8,1.29,8.5,2.62,10.04,1,0,0,0,0,0,0,0,1,1
896.8,23.9,6.47,146.0,2.78,6.3,2.52,7.03,0,0,0,1,0,0,0,1,0,0
815.6328,19.7,6.66,145.2,4.11,7.5,10.45,8.93,1,0,0,0,0,0,0,1,0,1
754.3,23.3,7.18,190.9,4.93,9.0,2.17,7.49,0,0,0,0,0,0,0,1,0,0
933.4,17.4,6.17,126.9,5.54,6.9,4.91,8.27,1,0,0,0,0,0,0,0,0,1
1030.8,15.7,7.17,203.7,2.6,4.1,4.58,6.27,0,0,1,0,1,0,0,0,0,1
1017.8,26.2,5.08,147.8,0.9,7.5,8.01,8.13,0,0,0,0,0,0,0,0,0,0
895.4,24.7,5.78,140.5,1.26,8.0,4.45,11.578600000000005,1,0,0,0,0,1,0,0,0,1
563.1,24.34,8.04,167.5,4.11,6.4,6.34,6.89,0,0,1,0,0,0,1,0,0,0
782.8,30.6,7.83,144.7,6.91,8.0,2.83,6.28,0,1,0,0,0,0,0,0,0,0
875.4,27.8,4.68,111.1,5.84,9.3,10.18,7.34,1,0,0,0,0,0,0,0,1,0
622.5,22.6,6.68,193.3,6.54,5.4,3.86,7.04,0,0,1,0,0,0,0,0,0,0
980.7,24.0,5.43,260.5,1.65,8.7,0.73,7.52,0,0,0,0,0,0,0,1,0,1
504.1,25.0,5.77,89.6,6.19,5.8,2.18,7.61,0,0,0,0,0,0,0,0,0,1
663.3,26.8,6.92,130.4,8.54,8.6,6.17,6.7,0,0,1,0,1,0,0,0,0,1
955.0,23.58,6.84,176.5,5.02,5.0,17.85,8.7,0,0,0,1,0,0,0,0,0,1
1267.3,23.5,5.55,146.3,3.06,8.9,3.35,7.94,0,1,0,0,1,0,0,0,0,1
755.3,22.2,6.36,179.3,8.5,9.7,2.82,7.96,0,1,0,0,0,0,0,1,0,1
884.7,19.1,6.29,128.9,5.55,7.9,2.07,11.578600000000005,0,0,0,0,0,1,0,0,0,1
931.5,25.3,7.92,224.4,5.16,5.1,3.47,7.23,0,1,0,0,1,0,0,0,0,1
757.5,23.7,7.24,223.6,7.03,11.0,5.71,9.15,0,0,0,1,0,0,0,0,0,1
1024.6,15.6,7.04,148.4,1.21,8.0,3.4480000000000004,10.16,0,0,0,0,0,1,0,0,0,1
716.7,25.5,6.64,92.7,4.15,6.0,3.12,9.05,1,0,0,0,0,0,1,0,0,1
1271.9,30.7,6.35,190.8,2.7,4.9,0.42,7.3,0,1,0,0,0,0,0,0,0,1
776.8,35.9,5.99,227.6,7.64,4.6,3.0,5.54,1,0,0,0,1,0,0,0,0,1
330.164,26.0,7.65,243.7,5.77,6.1,0.67,7.82,0,1,0,0,0,0,0,1,0,1
604.5,14.0,6.34,185.6,7.83,5.8,6.74,7.99,0,0,0,1,1,0,0,0,0,1
923.1,20.1,6.7,136.0,4.66,8.7,1.52,11.46,0,0,1,0,0,1,0,0,0,1
778.2,28.3,7.83,225.6,4.94,7.2,1.31,10.47,0,0,1,0,0,1,0,0,0,1
1227.5,31.8,7.27,147.9,5.52,5.2,7.65,6.76,0,0,1,0,0,0,0,1,0,1
1266.8,14.3,6.99,96.0648,5.78,9.1,4.77,7.11,0,0,1,0,0,0,0,1,0,1
677.2,14.2,6.65,117.0,4.726,7.8,8.37,9.23,0,0,1,0,0,0,1,0,0,1
906.0,27.8,4.59,149.7,2.38,8.8,3.56,8.57,0,0,0,0,0,1,0,0,0,0
712.0,29.1,6.5,111.5,3.98,6.9,5.13,6.84,0,0,1,0,0,0,0,0,1,0
991.7,23.0,6.65,134.7,5.62,6.4,2.03,8.66,0,0,0,0,0,0,0,0,1,1
695.3,18.4,5.94,74.5,4.42,7.9,1.75,7.41,0,0,0,0,0,0,0,1,0,1
1223.8,21.2,7.17,105.8,2.92,7.0600000000000005,4.38,7.0,0,0,0,0,0,0,0,1,0,0
1070.3,20.4,5.99,24.5,5.66,8.4,5.51,7.57,0,0,0,1,1,0,0,0,0,1
988.2,17.8,6.02,71.2,2.89,5.7,23.54,6.54,0,0,0,0,1,0,0,0,0,1
1056.7,15.6,6.63,100.2,3.72,6.2,8.23,10.62,0,0,0,0,0,1,0,0,0,1
1171.4,25.1,5.73,82.4,4.45,8.3,2.88,7.24,0,0,0,0,1,0,0,0,0,1
503.7,23.6,6.64,191.1,8.52,7.9,6.909999999999999,10.81,1,0,0,0,0,1,0,0,0,0
976.28,25.3,5.74,190.4,2.8,8.1,2.27,7.44,0,0,1,0,1,0,0,0,0,1
785.6,27.6,5.55,131.8,1.97,7.0,14.03,11.33,1,0,0,0,0,1,0,0,0,1
960.8,20.4,7.13,161.6,3.31,7.9,1.87,7.55,0,0,0,1,1,0,0,0,0,1
1038.9,21.2,7.07,170.3,8.54,7.0,4.01,6.46,0,0,0,0,1,0,0,0,0,0
722.5,28.1,6.57,76.2,8.16,6.8,10.73,9.78,1,0,0,0,0,0,1,0,0,1
693.2,22.8,7.62,156.4,3.15,10.3,1.33,6.12,0,1,0,0,1,0,0,0,0,0
809.3,23.4,5.9,241.8,3.92,7.8,2.23,8.39,0,1,0,0,1,0,0,0,0,1
716.8,16.2,6.36,264.4,1.0,7.8,1.27,7.34,0,0,0,0,0,0,0,0,0,0
1052.4,22.0,6.43,201.3,5.093999999999999,7.6,3.07,7.11,0,0,1,0,0,0,0,0,1,0
876.0,26.3,8.27,127.3,9.35,6.7,4.55,5.58,0,1,0,0,0,0,0,0,0,0
885.4200000000001,24.0,6.33,226.4,6.98,9.2,4.34,9.34,0,0,0,0,0,0,1,0,0,0
1125.7,25.8,5.24,118.1,4.78,5.0,2.08,8.87,0,0,0,1,0,0,1,0,0,1
958.74,33.8,6.87,193.7,5.84,6.2,4.1,7.16,1,0,0,0,1,0,0,0,0,1
703.4,29.1,7.51,102.8,3.25,8.4,2.43,7.62,0,1,0,0,0,0,0,0,0,1
422.4,23.6,6.17,92.4,7.15,7.4,10.75,7.73,0,0,1,0,0,0,1,0,0,1
913.1,12.4,7.27,138.3,1.67,4.6,0.76,6.4,0,0,0,1,0,0,0,0,0,0
1141.5,24.3,6.24,75.0,6.49,9.4,7.38,10.13,0,0,1,0,0,1,0,0,0,1
859.8,23.2,7.34,158.22,5.39,6.2,2.57,8.22,0,0,0,1,0,0,1,0,0,0
406.1,24.7,4.85,156.73999999999998,3.04,9.0,1.4,8.07,1,0,0,0,0,0,1,0,0,0
1222.9,23.6,7.23,230.6,2.15,8.2,3.32,7.49,0,1,0,0,1,0,0,0,0,0
1005.6,20.0,4.96,275.1,6.32,8.2,6.84,5.84,0,1,0,0,1,0,0,0,0,0
1067.6,24.9,6.28,108.0,4.98,9.0,3.88,7.39,0,0,1,0,1,0,0,0,0,1
1104.4,17.9,6.52,225.7,4.86,8.4,11.11,7.76,0,0,0,0,0,0,0,0,0,1
330.164,23.4,6.88,112.6,6.29,8.2,7.21,7.5,1,0,0,0,0,0,0,0,1,0
956.1,28.0,6.23,259.3,6.28,7.7,1.9,8.32,0,0,1,0,0,0,0,1,0,1
948.5,26.7,6.18,62.7,3.286,5.1,5.76,7.78,0,0,0,0,0,0,0,1,0,1
1131.8,19.4,4.9,263.8,5.91,7.6,6.29,6.51,1,0,0,0,1,0,0,0,0,0
1182.3,19.0,4.59,177.2,9.08,6.1,12.55,8.09,0,0,0,0,0,0,1,0,0,1
792.6,24.3,6.6,138.2,3.38,9.9,24.35,8.11,0,0,0,1,0,0,0,0,1,0
601.0,21.1,5.62,150.3,4.71,6.3,2.26,11.2,1,0,0,0,0,1,0,0,0,1
670.5,23.0,6.24,86.3,6.88,6.0,3.25,7.08,1,0,0,0,1,0,0,0,0,1
1008.7,12.9,5.16,178.4,6.98,8.1,10.15,8.33,0,1,0,0,0,0,1,0,0,0
529.9,26.8,6.81,82.1,9.04,6.3,0.61,10.34,1,0,0,0,0,1,0,0,0,1
1247.4,21.5,7.32,146.3,9.4,9.1,3.9,7.48,0,0,1,0,0,0,0,0,1,0
799.9,23.859999999999996,6.95,107.4,8.19,6.2,10.71,9.45,0,0,0,0,0,0,1,0,0,1
636.5,22.4,6.58,137.8,4.952,7.3,1.86,10.18,0,0,0,0,0,0,1,0,0,1
1258.7,22.9,5.99,103.8,4.2,10.4,16.3,8.08,0,0,1,0,0,0,0,0,1,1
1093.9,32.2,6.64,145.6,6.68,8.4,3.39,7.53,0,0,0,1,0,0,0,0,1,0
1049.4,26.2,5.34,87.1,2.7359999999999998,8.3,5.69,7.52,1,0,0,0,0,0,0,1,0,0
1427.3,21.4,6.49,200.8,3.83,9.5,6.34,8.47,0,1,0,0,0,0,0,0,0,1
1133.6,24.5,7.32,220.5,5.97,6.5,1.15,10.52,0,1,0,0,0,1,0,0,0,1
552.7,22.8,6.44,198.0,7.65,6.6,2.58,6.09,0,0,0,0,1,0,0,0,0,0
1066.8,25.2,6.82,76.1,3.02,9.3,3.97,10.49,0,1,0,0,0,1,0,0,0,0
1008.0,30.6,5.73,114.28,0.0,8.9,1.75,7.51,0,0,0,1,0,0,0,1,0,0
567.2,26.1,5.53,126.2,6.91,8.5,4.7,7.44,0,1,0,0,0,0,0,0,1,0
925.8,29.9,6.34,189.4,5.225999999999999,6.9,4.34,10.05,0,0,0,0,0,1,0,0,0,1
947.8,28.9,6.88,226.0,7.44,7.5,0.79,8.77,0,0,0,0,0,0,0,0,1,1
1039.9,19.3,5.67,228.0,8.17,6.2,2.02,9.31,0,0,1,0,0,0,1,0,0,1
1016.3,28.9,5.83,188.9,3.7,7.7,1.57,11.13,1,0,0,0,0,1,0,0,0,0
893.0,16.5,6.9,163.8,1.45,9.6,5.16,9.08,0,0,0,0,0,0,0,0,0,1
355.8,25.380000000000003,5.18,141.1,5.39,5.7,4.3,7.2,0,0,0,1,0,0,0,1,0,1
1448.3,34.2,5.6,76.1,4.06,6.3,5.27,9.01,0,0,1,0,0,1,0,0,0,1
656.5,26.3,6.27,193.5,7.04,8.5,1.33,9.93,0,0,0,0,0,1,0,0,0,1
653.7,19.4,7.13,96.4,1.23,9.6,2.122,8.69,0,1,0,0,0,0,0,0,0,1
898.7,12.9,6.79,202.9,6.75,6.7,1.46,7.06,0,0,1,0,0,0,0,0,1,0
766.3,29.3,6.08,84.6,5.22,4.0,2.74,7.28,0,0,0,0,0,0,0,1,0,1
822.0,33.7,5.18,151.6,3.36,6.2,2.33,7.78,0,0,0,0,0,0,0,0,0,1
330.164,27.2,7.34,66.1,6.11,9.3,2.83,5.94,0,0,0,0,1,0,0,0,0,1
1300.4,21.059999999999995,5.67,136.9,5.29,8.9,2.31,8.13,0,0,0,1,0,0,1,0,0,0
647.0,24.1,7.63,191.9,2.46,8.4,3.56,7.09,0,0,1,0,1,0,0,0,0,1
971.0,15.9,8.0,141.9,5.99,8.4,5.606,6.11,0,0,0,0,0,0,0,1,0,0
448.1,25.2,6.54,160.2,5.62,7.0,9.9,8.35,1,0,0,0,0,0,0,1,0,1
1425.9,12.6,5.64,155.76,3.65,6.3,1.71,7.15,0,0,0,1,0,0,0,1,0,1
723.9,25.6,6.65,198.1,6.43,8.6,1.56,7.39,0,0,1,0,1,0,0,0,0,1
1337.7,12.4,7.51,239.3,3.336,5.3,2.41,7.62,0,1,0,0,0,0,0,1,0,1
1318.6,23.7,6.65,145.9,3.96,6.6,28.908999999999867,9.96,0,0,1,0,0,1,0,0,0,0
780.9,25.9,7.02,261.2,1.95,8.4,1.63,7.7,0,0,1,0,0,0,0,0,1,0
940.7,31.3,7.37,160.4,2.96,8.7,8.08,6.98,0,0,1,0,0,0,0,0,1,0
1019.1,28.1,8.42,125.7,4.61,7.6,1.75,7.24,0,0,0,1,0,0,1,0,0,0
670.8,24.7,5.78,187.6,6.29,8.9,2.7940000000000005,8.49,0,0,0,1,0,0,0,0,1,1
1067.42,21.0,6.98,210.7,6.16,7.1,4.4,7.46,0,0,0,0,0,0,0,0,0,1
1062.3,25.6,5.28,207.8,8.55,5.0,1.52,6.74,0,0,0,1,0,0,0,1,0,0
1030.4,21.72,6.18,130.66,0.72,4.9,1.18,7.8,0,1,0,0,0,0,0,1,0,1
388.2,22.8,5.23,167.6,2.17,8.9,3.26,9.96,1,0,0,0,0,0,1,0,0,1
1340.6,26.2,6.28,158.6,8.34,8.3,2.19,10.38,1,0,0,0,0,1,0,0,0,0
637.5,31.0,6.848000000000001,155.14000000000001,4.67,9.7,1.8,7.85,0,0,1,0,0,0,0,0,0,1
1098.306,18.0,6.36,199.4,0.86,4.0,5.73,6.65,0,0,0,0,1,0,0,0,0,0
771.78,30.4,8.02,70.8,2.97,5.9,2.99,8.12,1,0,0,0,0,0,1,0,0,0
879.7,33.8,6.58,76.5,6.14,6.2,5.8,10.58,0,0,1,0,0,1,0,0,0,1
403.1,26.619999999999997,6.23,149.6,9.12,7.5,4.67,8.83,1,0,0,0,0,0,0,0,1,1
1192.3,21.1,6.603999999999999,223.2,3.18,5.7,6.28,7.64,0,1,0,0,0,0,0,0,1,1
834.4,27.6,6.81,183.3,2.71,7.5,4.02,8.62,0,0,0,1,0,0,1,0,0,0
872.9,21.5,7.47,123.1,3.73,7.1,5.27,10.84,1,0,0,0,0,0,1,0,0,1
844.82,25.4,7.55,244.1,0.0,7.3,2.65,6.54,0,1,0,0,0,0,0,0,0,0
945.4,29.2,6.04,191.95999999999998,4.55,8.4,5.39,8.93,0,0,0,0,0,0,1,0,0,0
527.0,17.8,6.34,62.8,3.09,7.3,1.07,8.29,0,0,0,0,0,0,1,0,0,1
856.7,24.3,7.03,92.7,5.79,8.8,2.34,7.11,0,0,0,0,1,0,0,0,0,1
1244.8,26.6,6.85,127.7,7.17,7.5,1.34,9.46,0,0,0,0,0,0,1,0,0,1
1253.1,14.5,5.79,75.8,5.98,7.5,3.3,9.41,0,0,0,0,0,0,1,0,0,1
1120.6,32.7,5.63,115.9,3.75,7.4,2.37,8.18,1,0,0,0,0,0,1,0,0,0
419.2,19.1,7.78,112.2,7.26,5.7,9.12,6.6,0,0,0,0,0,0,0,0,0,1
969.8,33.9,6.64,196.5,1.38,6.2,3.717999999999999,9.87,0,0,0,0,0,1,0,0,0,1
1061.9,18.7,6.06,156.8,6.67,7.9,17.39,8.38,1,0,0,0,0,0,0,0,0,0
609.3,17.5,6.41,155.4,8.34,8.0,1.26,10.04,1,0,0,0,0,1,0,0,0,0
702.2,24.919999999999998,6.95,156.1,8.0,7.2,2.19,7.49,1,0,0,0,0,0,0,1,0,1
959.4599999999998,24.8,7.61,110.5,3.59,8.3,11.16,9.82,0,0,0,1,0,1,0,0,0,0
859.72,28.4,6.39,133.0,3.02,8.2,3.22,7.43,0,0,0,0,0,0,0,1,0,0
874.4,25.5,6.03,113.7,5.46,5.4,2.94,6.73,0,1,0,0,0,0,0,0,0,1
1104.6,24.7,6.14,101.9,7.64,6.7,1.73,7.88,1,0,0,0,0,0,0,0,0,0
685.0,30.1,5.19,185.2,6.81,11.0,5.39,9.5,0,0,1,0,0,0,1,0,0,1
595.9,26.2,5.32,165.6,6.69,5.1,1.04,7.91,0,0,1,0,0,0,0,0,1,1
1296.2,26.5,6.4,211.2,1.86,7.6,0.58,6.55,1,0,0,0,1,0,0,0,0,0
1244.2,27.7,5.82,195.9,2.06,6.5,5.73,7.57,0,0,1,0,0,0,1,0,0,0
798.9,25.2,5.89,159.6,5.21,8.0,2.56,7.72,0,0,0,1,0,0,0,0,0,0
452.5,24.6,6.95,194.3,6.71,9.8,6.49,7.91,1,0,0,0,0,0,0,0,0,0
330.164,26.4,7.5,73.8,7.14,7.6,3.87,8.23,0,0,0,1,0,0,1,0,0,0
741.2,20.3,6.61,79.4,3.72,6.9,4.13,9.27,0,1,0,0,0,0,0,0,0,1
1002.5,26.0,5.53,161.9,2.48,7.5,1.0,8.47,0,1,0,0,1,0,0,0,0,1
1021.3,27.3,8.1,190.5,3.91,6.1,1.94,8.81,0,0,0,0,0,1,0,0,0,1
1067.9,23.4,6.46,64.7,5.89,8.2,7.85,10.65,0,0,0,1,0,1,0,0,0,1
538.7,25.4,6.32,100.6,6.39,8.7,4.9,11.07,1,0,0,0,0,1,0,0,0,1
867.5,22.6,7.66,157.24,8.35,7.5,0.65,8.4,0,0,0,0,0,0,1,0,0,0
1058.4,25.2,7.85,144.8,7.17,7.0,12.25,6.53,0,0,0,0,1,0,0,0,0,0
1256.7,25.2,5.94,15.0,0.87,11.0,2.23,10.4,0,0,0,1,0,1,0,0,0,1
959.9,25.7,6.7,63.8,5.46,10.4,2.96,6.66,0,0,0,0,1,0,0,0,0,0
890.0,19.4,6.04,161.4,7.01,8.7,3.74,8.15,1,0,0,0,1,0,0,0,0,1
731.0,35.9,5.46,61.1,10.66,7.1,1.19,6.33,0,0,0,1,0,0,0,0,0,1
1031.0,18.2,4.98,160.7,6.59,7.4,4.96,7.12,0,1,0,0,1,0,0,0,0,0
653.1,23.1,7.22,48.4,0.0,4.8,2.46,9.58,0,0,0,1,0,1,0,0,0,1
680.4,24.9,5.6,187.2,10.29,7.7,2.19,9.57,0,1,0,0,0,1,0,0,0,0
891.8,24.1,5.91,114.8,1.9,6.0,1.7,5.81,0,0,0,0,1,0,0,0,0,1
1051.7,15.9,6.88,102.8,3.45,5.8,5.48,6.85,0,0,0,0,1,0,0,0,0,1
849.1,26.8,5.89,225.3,3.91,8.0,2.54,8.43,0,0,0,0,0,0,1,0,0,0
813.8799999999999,27.0,5.6,50.7,10.68,7.9,1.2,6.27,0,1,0,0,0,0,0,0,0,0
957.4,17.3,6.1,88.9,3.64,8.3,4.33,11.36,0,0,0,0,0,1,0,0,0,1
1108.6,23.1,6.78,159.3,4.32,7.2,8.826,9.86,1,0,0,0,0,0,1,0,0,1
1088.3,27.9,6.86,219.9,0.7,7.6,7.21,8.46,0,0,0,0,0,0,0,0,0,1
873.1,25.5,5.91,275.6,3.05,6.0,2.44,7.21,0,0,0,0,1,0,0,0,0,1
905.3,18.5,7.66,202.4,7.96,7.4,0.96,7.72,0,0,0,1,0,0,0,0,1,0
880.2,28.7,6.46,32.1,9.36,6.9,9.91,7.86,0,0,0,1,0,0,1,0,0,0
1488.4299999999998,20.3,7.51,102.0,3.364,6.4,3.46,7.88,1,0,0,0,0,0,0,0,0,1
871.78,29.5,7.27,164.6,9.34,5.5,9.52,8.39,1,0,0,0,0,0,0,0,0,1
958.8,24.8,7.53,103.7,6.29,6.6,21.65,8.04,0,0,0,0,0,0,0,0,0,1
1271.6,25.0,6.19,126.0,6.78,6.0,0.79,5.6,0,1,0,0,1,0,0,0,0,0
1089.5,23.8,6.66,128.3,3.41,7.8,2.99,9.86,0,0,1,0,0,1,0,0,0,0
1152.0,28.0,7.82,176.8,10.857599999999984,8.7,2.46,10.1,0,0,1,0,0,1,0,0,0,1
728.8,30.4,6.56,88.9,0.96,8.3,16.35,7.51,1,0,0,0,1,0,0,0,0,1
952.1,31.9,6.96,206.2,3.03,5.1,2.23,7.59,0,0,0,0,0,0,0,0,1,0
584.1,15.4,7.15,159.79999999999998,3.9,6.3,2.51,8.92,0,0,1,0,0,0,1,0,0,1
914.6,21.0,5.79,146.8,3.51,10.2,2.78,7.71,0,1,0,0,0,0,0,1,0,1
741.0,16.2,6.25,132.6,6.11,6.0,2.4,9.27,0,0,0,0,0,0,1,0,0,1
1016.6,31.7,6.96,48.2,4.63,7.6,5.01,6.25,0,0,1,0,0,0,0,1,0,0
674.0,31.9,7.33,100.1,1.74,9.1,2.12,10.09,1,0,0,0,0,1,0,0,0,1
911.5,19.5,6.76,239.6,4.74,5.5,1.86,6.7,0,0,1,0,1,0,0,0,0,0
917.3,31.7,6.42,121.8,5.86,7.7,20.04,8.51,1,0,0,0,0,0,0,0,1,0
911.8,20.9,6.2,197.3,4.86,4.0,2.98,8.13,0,1,0,0,0,0,0,0,0,1
776.4,28.8,5.78,181.3,3.52,6.4,0.42,10.05,0,0,0,1,0,1,0,0,0,0
1118.8,20.2,6.17,170.5,7.77,9.9,0.48,7.12,0,0,1,0,1,0,0,0,0,1
1177.68,30.4,7.22,77.0,6.98,8.4,3.78,6.97,1,0,0,0,1,0,0,0,0,1
900.8,22.0,6.47,147.1,5.13,6.7,0.5,10.87,0,0,1,0,0,1,0,0,0,1
782.0,23.9,6.05,137.8,7.08,6.6,16.32,9.93,0,0,0,1,0,0,1,0,0,1
521.6,27.6,7.16,184.0,3.65,7.0,2.76,8.7,0,0,0,1,0,0,0,1,0,1
1032.8,14.1,6.86,122.3,4.02,7.9,3.92,7.37,0,0,0,1,0,0,0,1,0,1
937.2,20.8,6.78,178.3,3.02,4.5,5.03,9.99,0,1,0,0,0,1,0,0,0,0
930.6,17.6,6.51,169.4,10.39,6.7,6.88,7.49,0,0,0,1,0,0,0,0,0,0
1191.2,20.0,7.37,122.8,3.46,8.1,2.61,6.89,0,1,0,0,0,0,0,0,1,0
828.68,21.7,5.31,128.3,3.58,7.8,4.12,9.56,0,0,0,1,0,0,1,0,0,1
1187.8,18.5,6.52,140.9,2.59,6.6,1.42,7.15,0,0,0,1,0,0,0,0,1,0
930.5,20.6,6.58,159.52,5.01,4.8,5.47,10.49,0,0,0,1,0,1,0,0,0,1
604.2,30.7,5.81,140.9,4.59,9.4,2.77,7.17,0,0,0,1,0,0,0,0,0,0
802.5,27.160000000000004,4.66,105.4,6.74,6.6,6.06,5.66,0,0,1,0,1,0,0,0,0,1
